,ride.alc.driver,female,grade,age4,smoke,DriverLicense,In_Month
11338,0,0,11,16,0,1,349168
11339,0,0,11,16,0,1,349244
11340,0,0,11,17,0,1,349319
11341,0,0,9,14,0,0,349395
11342,0,0,9,14,0,0,349470
11343,0,0,9,15,0,0,349546
11344,0,0,9,14,0,0,349622
11345,0,0,9,15,0,0,349697
11346,0,0,12,18,0,1,349773
11347,0,1,9,16,1,1,349849
11348,0,0,9,14,1,0,349924
11349,0,0,9,14,0,0,350000
11350,0,0,9,14,0,0,350075
11351,0,0,9,14,0,0,350151
11352,0,0,9,15,0,0,350227
11353,0,0,9,15,0,0,350302
11354,0,0,9,15,1,0,350378
11355,1,NA,11,17,1,1,350453
11356,0,0,10,15,1,0,350529
11357,0,0,10,15,0,0,350605
11358,0,0,10,15,0,0,350680
11359,0,0,10,16,0,1,350756
11360,1,1,10,15,1,0,350832
11361,0,0,10,14,0,0,350907
11362,1,0,10,15,0,0,350983
11363,0,0,11,17,0,1,351058
11364,0,0,10,15,0,0,351134
11365,1,1,10,15,1,0,351210
11366,0,0,10,15,NA,0,351285
11367,0,0,10,16,1,1,351361
11368,0,0,10,16,0,1,351437
11369,0,0,10,15,0,0,351512
11370,0,0,10,15,0,0,351588
11371,0,0,10,15,0,0,351663
11372,0,0,10,15,0,0,351739
11373,1,1,10,16,1,1,351815
11374,0,0,10,16,0,1,351890
11375,0,0,10,15,0,0,351966
11376,1,0,10,16,0,1,352041
11377,0,0,10,16,0,1,352117
11378,0,0,10,15,0,0,352193
11379,0,0,10,16,0,1,352268
11380,1,1,10,15,1,0,352344
11381,0,0,10,14,1,0,352420
11382,0,1,10,15,1,0,352495
11383,1,0,10,16,0,1,352571
11384,0,0,10,15,1,0,352646
11385,0,1,10,16,1,1,352722
11386,1,1,10,16,1,1,352798
11387,1,1,10,16,1,1,352873
11388,1,1,10,15,1,0,352949
11389,0,1,10,16,1,1,353025
11390,0,0,10,15,1,0,353100
11391,0,0,10,15,0,0,353176
11392,0,0,10,16,0,1,353251
11393,0,1,12,17,0,1,353327
11394,1,1,12,17,1,1,353403
11395,1,1,12,17,1,1,353478
11396,0,0,12,17,0,1,353554
11397,0,0,12,18,0,1,353630
11398,1,0,12,17,0,1,353705
11399,0,1,12,18,0,1,353781
11400,0,0,12,17,0,1,353856
11401,0,1,12,17,0,1,353932
11402,1,1,12,17,0,1,354008
11403,1,1,12,17,1,1,354083
11404,0,1,12,18,1,1,354159
11405,0,1,12,18,0,1,354234
11406,1,1,12,18,1,1,354310
11407,0,0,11,17,1,1,39343
11408,0,0,NA,NA,0,NA,46205
11409,0,1,11,16,0,1,37731
11410,0,1,11,17,1,1,43525
11411,0,1,11,16,1,1,39891
11412,1,0,11,16,1,1,56642
11413,1,1,11,17,1,1,60150
11414,1,1,11,17,1,1,54445
11415,1,1,9,15,NA,0,64445
11416,0,0,9,15,1,0,57189
11417,0,NA,9,15,0,0,63218
11418,0,1,9,14,1,0,55794
11419,1,1,9,14,1,0,56957
11420,0,0,9,14,0,0,57081
11421,0,0,9,14,0,0,61111
11422,0,NA,9,14,0,0,67938
11423,0,0,9,14,0,0,66029
11424,0,0,9,15,0,0,83088
11425,1,0,9,14,0,0,81363
11426,0,0,9,15,0,0,93940
11427,1,0,9,14,1,0,91738
11428,1,1,9,15,1,0,98273
11429,0,1,9,16,1,1,101302
11430,0,0,9,15,0,0,113812
11431,0,0,9,15,0,0,109431
11432,0,0,9,17,1,1,105582
11433,0,0,9,15,0,0,116969
11434,0,0,9,14,0,0,112635
11435,1,1,9,14,0,0,122391
11436,1,1,11,17,1,1,121872
11437,0,0,9,14,0,0,39343
11438,1,1,9,15,1,0,46205
11439,1,NA,9,14,1,0,37731
11440,1,0,9,14,1,0,43525
11441,0,1,9,15,1,0,39891
11442,0,1,9,15,1,0,56642
11443,0,1,9,15,1,0,60150
11444,0,0,9,15,0,0,54445
11445,0,1,9,14,1,0,64445
11446,0,0,9,15,1,0,57189
11447,0,0,9,15,1,0,63218
11448,0,0,9,14,0,0,55794
11449,0,NA,10,16,1,1,56957
11450,0,0,10,15,1,0,57081
11451,0,0,10,15,0,0,61111
11452,0,0,10,16,0,1,67938
11453,1,1,10,17,0,1,66029
11454,0,1,10,16,0,1,83088
11455,0,1,10,17,1,1,81363
11456,0,1,10,17,0,1,93940
11457,0,0,10,15,0,0,91738
11458,1,1,11,17,1,1,98273
11459,1,0,10,15,1,0,101302
11460,1,1,10,15,1,0,113812
11461,0,0,10,16,1,1,109431
11462,0,1,10,16,0,1,105582
11463,1,1,10,15,0,0,116969
11464,0,1,10,15,1,0,112635
11465,0,0,10,16,0,1,122391
11466,0,1,10,18,1,1,121872
11467,0,0,10,16,0,1,39343
11468,0,1,12,18,1,1,46205
11469,0,1,12,18,1,1,37731
11470,0,1,12,18,0,1,43525
11471,0,0,12,17,1,1,39891
11472,0,1,12,18,1,1,56642
11473,0,1,12,17,1,1,60150
11474,0,1,12,18,1,1,54445
11475,1,0,12,18,0,1,64445
11476,1,1,12,18,1,1,57189
11477,0,1,12,17,0,1,63218
11478,1,1,12,17,1,1,55794
11479,0,0,12,18,0,1,56957
11480,0,0,12,18,0,1,57081
11481,1,1,12,17,1,1,61111
11482,0,0,12,17,0,1,67938
11483,1,1,12,18,1,1,66029
11484,1,1,12,18,1,1,83088
11485,0,0,12,17,0,1,81363
11486,1,1,12,18,1,1,93940
11487,1,1,12,18,1,1,91738
11488,1,1,12,17,1,1,98273
11489,0,1,11,16,1,1,101302
11490,1,1,11,17,1,1,113812
11491,1,0,11,17,1,1,109431
11492,0,1,11,17,0,1,105582
11493,0,0,11,17,1,1,116969
11494,0,1,11,17,1,1,112635
11495,0,1,11,16,0,1,122391
11496,0,1,11,17,1,1,121872
11497,0,0,11,18,0,1,39343
11498,0,1,11,17,0,1,46205
11499,0,0,11,17,1,1,37731
11500,0,1,11,17,1,1,43525
11501,0,1,11,16,1,1,39891
11502,0,1,11,16,1,1,56642
11503,0,1,11,17,1,1,60150
11504,1,1,11,17,1,1,54445
11505,0,1,11,17,0,1,64445
11506,0,1,11,17,1,1,57189
11507,0,1,12,18,1,1,63218
11508,1,0,11,16,1,1,55794
11509,0,1,11,17,1,1,56957
11510,0,0,10,16,0,1,57081
11511,0,1,10,16,1,1,61111
11512,1,0,11,17,1,1,67938
11513,1,1,11,17,1,1,66029
11514,0,1,10,16,1,1,83088
11515,0,1,10,16,1,1,81363
11516,1,0,10,16,1,1,93940
11517,1,1,10,16,1,1,91738
11518,1,1,12,18,1,1,98273
11519,0,1,10,17,1,1,101302
11520,1,1,9,18,1,1,113812
11521,1,1,9,18,1,1,109431
11522,0,0,9,14,1,0,105582
11523,1,NA,10,16,0,1,116969
11524,0,1,11,17,1,1,112635
11525,0,1,11,17,1,1,122391
11526,1,1,10,16,1,1,121872
11527,0,1,10,16,1,1,39343
11528,1,1,10,16,1,1,46205
11529,0,0,10,15,0,0,37731
11530,1,1,10,16,1,1,43525
11531,0,1,10,15,1,0,39891
11532,1,0,10,15,1,0,56642
11533,0,1,11,16,1,1,60150
11534,1,1,11,17,1,1,54445
11535,1,1,11,17,1,1,64445
11536,1,1,11,17,1,1,57189
11537,0,1,11,17,0,1,63218
11538,0,1,11,17,1,1,55794
11539,0,1,11,17,0,1,56957
11540,0,0,11,17,1,1,57081
11541,0,0,11,16,1,1,61111
11542,0,1,12,16,1,1,67938
11543,0,0,11,17,1,1,66029
11544,0,0,11,17,0,1,83088
11545,0,1,11,17,1,1,81363
11546,1,1,11,16,1,1,93940
11547,0,0,11,16,0,1,91738
11548,0,1,12,17,1,1,98273
11549,0,0,11,17,1,1,101302
11550,0,0,11,18,0,1,113812
11551,1,1,11,17,1,1,109431
11552,0,1,11,16,1,1,105582
11553,0,0,11,18,0,1,116969
11554,1,1,11,16,1,1,112635
11555,1,1,9,15,1,0,122391
11556,0,1,9,15,1,0,121872
11557,0,1,10,16,1,1,39343
11558,0,0,9,14,0,0,46205
11559,0,0,9,15,1,0,37731
11560,0,1,9,16,1,1,43525
11561,1,1,9,15,1,0,39891
11562,0,0,9,14,0,0,56642
11563,0,1,10,16,1,1,60150
11564,1,1,9,14,1,0,54445
11565,0,0,9,15,1,0,64445
11566,1,1,9,15,0,0,57189
11567,0,0,9,15,1,0,63218
11568,1,1,9,15,NA,0,55794
11569,0,0,12,18,1,1,56957
11570,1,0,12,18,1,1,57081
11571,0,1,12,18,1,1,61111
11572,0,0,12,18,1,1,67938
11573,0,1,12,17,0,1,66029
11574,1,1,12,18,1,1,83088
11575,0,1,12,17,1,1,81363
11576,1,1,12,18,1,1,93940
11577,0,1,12,18,1,1,91738
11578,1,1,12,17,1,1,98273
11579,0,1,12,18,1,1,101302
11580,0,0,12,17,0,1,113812
11581,0,1,12,16,1,1,109431
11582,1,1,12,18,1,1,105582
11583,0,1,12,17,0,1,116969
11584,0,0,12,17,1,1,112635
11585,1,1,12,17,1,1,122391
11586,0,0,12,18,1,1,121872
11587,1,1,12,18,1,1,39343
11588,1,NA,12,18,1,1,46205
11589,0,1,9,14,1,0,37731
11590,0,0,9,14,0,0,43525
11591,1,1,9,14,1,0,39891
11592,0,0,9,15,0,0,56642
11593,1,1,NA,NA,1,NA,60150
11594,0,NA,9,15,0,0,54445
11595,0,0,9,14,0,0,64445
11596,1,1,9,16,0,1,57189
11597,0,1,9,16,1,1,63218
11598,0,1,9,15,1,0,55794
11599,1,1,9,15,1,0,56957
11600,0,0,9,14,1,0,57081
11601,0,1,9,16,1,1,61111
11602,0,0,9,15,0,0,67938
11603,0,0,9,16,0,1,66029
11604,0,0,9,15,0,0,83088
11605,0,0,12,17,0,1,81363
11606,1,NA,12,17,1,1,93940
11607,1,1,12,17,1,1,91738
11608,1,1,12,18,1,1,98273
11609,0,1,12,17,1,1,101302
11610,0,1,12,18,1,1,113812
11611,0,1,12,17,1,1,109431
11612,0,0,12,18,0,1,105582
11613,1,1,12,17,0,1,116969
11614,0,0,12,18,0,1,112635
11615,0,1,12,17,0,1,122391
11616,1,1,12,18,1,1,121872
11617,0,1,12,17,1,1,39343
11618,1,1,12,18,1,1,46205
11619,0,1,12,17,1,1,37731
11620,0,0,12,18,1,1,43525
11621,0,1,12,18,0,1,39891
11622,0,1,12,18,1,1,56642
11623,0,1,12,18,0,1,60150
11624,0,1,11,17,1,1,54445
11625,1,1,11,17,1,1,64445
11626,0,1,11,17,0,1,57189
11627,1,1,11,16,0,1,63218
11628,0,1,11,16,1,1,55794
11629,0,0,11,17,0,1,56957
11630,0,1,11,18,1,1,57081
11631,1,1,11,17,1,1,61111
11632,0,0,11,16,0,1,67938
11633,1,1,11,17,1,1,66029
11634,0,1,11,16,0,1,83088
11635,0,NA,11,17,0,1,81363
11636,0,0,11,17,1,1,93940
11637,1,1,11,17,1,1,91738
11638,0,0,11,16,0,1,98273
11639,0,0,11,16,0,1,101302
11640,0,1,11,16,0,1,113812
11641,0,0,11,16,NA,1,109431
11642,0,0,11,17,0,1,105582
11643,1,1,10,17,1,1,116969
11644,0,0,10,16,1,1,112635
11645,0,1,10,16,1,1,122391
11646,0,0,10,16,1,1,121872
11647,0,0,10,16,1,1,39343
11648,0,1,10,16,1,1,46205
11649,0,0,10,17,1,1,37731
11650,1,1,10,16,1,1,43525
11651,0,1,10,17,1,1,39891
11652,0,1,10,16,1,1,56642
11653,0,1,10,16,1,1,60150
11654,0,0,10,16,1,1,54445
11655,0,0,10,16,1,1,64445
11656,0,1,10,16,1,1,57189
11657,0,1,10,16,1,1,63218
11658,0,1,10,17,0,1,55794
11659,1,0,10,16,0,1,56957
11660,0,0,10,16,0,1,57081
11661,0,0,10,15,0,0,61111
11662,0,1,10,17,1,1,67938
11663,0,1,10,16,0,1,66029
11664,1,1,10,17,NA,1,83088
11665,0,0,10,15,1,0,81363
11666,0,1,12,18,0,1,93940
11667,0,1,11,17,1,1,91738
11668,0,1,10,16,1,1,98273
11669,0,0,11,16,1,1,101302
11670,1,1,11,18,0,1,113812
11671,0,0,11,16,0,1,109431
11672,0,0,11,17,1,1,105582
11673,0,1,11,17,1,1,116969
11674,0,0,11,18,0,1,112635
11675,0,1,11,17,1,1,122391
11676,0,1,11,17,1,1,121872
11677,0,0,11,17,1,1,39343
11678,1,1,11,17,1,1,46205
11679,0,0,11,17,1,1,37731
11680,0,1,11,16,1,1,43525
11681,0,1,11,17,1,1,39891
11682,0,1,11,17,1,1,56642
11683,0,1,12,17,1,1,60150
11684,0,1,11,17,1,1,54445
11685,0,0,11,16,0,1,64445
11686,0,1,11,18,0,1,57189
11687,0,1,11,16,0,1,63218
11688,0,1,11,17,1,1,55794
11689,0,0,11,16,0,1,56957
11690,0,0,11,17,0,1,57081
11691,1,1,11,16,1,1,61111
11692,0,0,10,15,0,0,67938
11693,0,0,10,15,0,0,66029
11694,1,1,10,16,1,1,83088
11695,0,0,10,16,1,1,81363
11696,0,1,10,17,1,1,93940
11697,1,1,10,15,1,0,91738
11698,0,0,10,15,0,0,98273
11699,0,0,10,16,0,1,101302
11700,0,0,10,15,0,0,113812
11701,1,1,10,16,1,1,109431
11702,1,1,10,16,1,1,105582
11703,1,1,10,15,1,0,116969
11704,0,1,10,16,1,1,112635
11705,0,1,10,16,1,1,122391
11706,1,1,10,15,1,0,121872
11707,0,0,10,15,0,0,122380
11708,0,0,10,15,1,0,125372
11709,0,0,10,16,1,1,128364
11710,1,0,10,17,0,1,131356
11711,1,0,10,16,1,1,134349
11712,0,1,10,16,1,1,137341
11713,0,0,9,15,1,0,140333
11714,1,0,9,15,1,0,143325
11715,0,1,9,15,1,0,146317
11716,0,0,9,15,0,0,149309
11717,0,0,9,15,0,0,152301
11718,0,1,9,14,1,0,155293
11719,0,0,9,14,1,0,158285
11720,0,1,9,15,1,0,90547
11721,0,1,9,15,1,0,90623
11722,0,1,9,14,1,0,90698
11723,0,0,9,14,1,0,90774
11724,0,1,12,18,1,1,90850
11725,0,0,12,17,0,1,90925
11726,0,1,12,17,1,1,91001
11727,1,1,12,17,1,1,91077
11728,0,0,12,18,1,1,91152
11729,0,1,12,18,0,1,91228
11730,0,1,12,17,1,1,91303
11731,0,1,12,18,1,1,91379
11732,1,1,12,17,1,1,91455
11733,1,1,12,18,1,1,91530
11734,0,1,12,18,1,1,91606
11735,1,1,12,17,1,1,91681
11736,0,0,10,16,1,1,91757
11737,1,1,10,15,1,0,91833
11738,0,0,10,16,1,1,91908
11739,0,1,12,17,1,1,91984
11740,1,1,12,17,0,1,92060
11741,0,1,10,16,0,1,92135
11742,0,1,10,16,1,1,92211
11743,0,1,10,17,1,1,92286
11744,0,1,10,16,1,1,92362
11745,0,1,10,16,0,1,92438
11746,1,1,10,16,1,1,92513
11747,0,1,10,15,0,0,92589
11748,1,1,10,16,1,1,92665
11749,1,1,10,16,1,1,92740
11750,0,1,10,16,0,1,92816
11751,1,NA,10,16,1,1,92891
11752,0,0,12,18,0,1,92967
11753,0,1,12,17,0,1,93043
11754,1,1,12,17,0,1,93118
11755,1,1,12,18,1,1,93194
11756,0,1,12,17,1,1,93270
11757,1,1,12,17,1,1,93345
11758,0,1,12,18,0,1,93421
11759,0,1,12,17,1,1,93496
11760,1,1,12,18,1,1,93572
11761,0,0,12,18,0,1,93648
11762,1,1,12,18,1,1,93723
11763,0,1,12,18,1,1,93799
11764,1,1,12,17,1,1,93874
11765,1,1,12,18,1,1,93950
11766,1,1,12,18,1,1,94026
11767,0,1,12,18,0,1,94101
11768,1,1,12,17,1,1,94177
11769,0,1,12,17,1,1,94253
11770,1,1,11,17,1,1,94328
11771,0,1,12,17,1,1,94404
11772,1,1,11,17,1,1,94479
11773,1,1,11,16,1,1,94555
11774,0,1,12,18,1,1,94631
11775,1,NA,11,17,NA,1,94706
11776,0,1,11,16,1,1,94782
11777,1,1,11,17,NA,1,94858
11778,0,1,12,18,0,1,94933
11779,0,1,12,17,1,1,95009
11780,1,1,11,16,1,1,95084
11781,1,1,11,18,1,1,95160
11782,0,0,12,18,1,1,95236
11783,1,1,12,17,1,1,95311
11784,0,1,12,18,1,1,95387
11785,0,1,11,18,0,1,95463
11786,0,1,12,17,1,1,95538
11787,0,0,11,16,0,1,95614
11788,1,0,9,15,1,0,95689
11789,1,0,9,14,1,0,95765
11790,1,1,10,16,1,1,95841
11791,1,1,9,14,1,0,95916
11792,1,1,9,15,1,0,95992
11793,1,1,10,16,1,1,96067
11794,0,1,9,16,1,1,96143
11795,0,0,9,14,1,0,96219
11796,0,1,9,14,1,0,96294
11797,0,1,9,15,1,0,96370
11798,0,1,9,15,0,0,96446
11799,0,0,9,15,0,0,96521
11800,1,1,11,18,1,1,96597
11801,0,1,11,17,1,1,96672
11802,0,1,10,16,1,1,96748
11803,1,1,11,16,1,1,96824
11804,1,1,11,16,1,1,96899
11805,0,1,11,16,1,1,96975
11806,0,1,11,17,1,1,97051
11807,1,0,11,16,1,1,97126
11808,1,0,11,16,0,1,97202
11809,0,0,11,16,0,1,97277
11810,1,0,11,16,0,1,97353
11811,0,0,11,16,1,1,97429
11812,0,0,11,16,0,1,97504
11813,1,1,11,17,0,1,97580
11814,0,1,11,16,0,1,97655
11815,0,1,11,16,1,1,97731
11816,0,0,11,17,1,1,97807
11817,0,0,11,17,0,1,97882
11818,0,1,11,17,1,1,97958
11819,0,0,11,17,0,1,98034
11820,1,0,11,16,0,1,98109
11821,0,0,11,16,1,1,98185
11822,0,1,11,17,0,1,98260
11823,1,1,11,16,1,1,98336
11824,1,0,12,18,1,1,98412
11825,1,1,12,17,1,1,98487
11826,1,0,12,17,0,1,98563
11827,0,1,12,17,0,1,98639
11828,0,0,12,17,0,1,98714
11829,0,1,12,18,0,1,98790
11830,0,NA,12,18,0,1,98865
11831,0,0,12,18,0,1,98941
11832,1,0,12,18,0,1,99017
11833,0,1,12,17,1,1,99092
11834,1,0,12,17,1,1,99168
11835,0,0,12,17,0,1,99244
11836,1,1,12,17,1,1,99319
11837,0,1,12,17,1,1,99395
11838,0,1,12,18,0,1,99470
11839,0,0,12,18,1,1,99546
11840,0,1,12,18,1,1,99622
11841,0,1,12,18,1,1,99697
11842,1,1,12,17,0,1,99773
11843,1,NA,12,18,NA,1,99848
11844,1,1,12,18,1,1,99924
11845,0,1,12,18,1,1,100000
11846,0,0,9,15,0,0,100075
11847,1,0,9,15,1,0,100151
11848,0,0,9,15,1,0,100227
11849,0,1,9,15,1,0,100302
11850,1,1,9,15,1,0,100378
11851,0,0,9,15,0,0,100453
11852,0,0,9,14,0,0,100529
11853,1,1,9,14,0,0,100605
11854,0,0,9,14,0,0,100680
11855,1,0,9,14,1,0,100756
11856,0,0,9,15,0,0,100832
11857,0,1,9,16,1,1,100907
11858,1,1,9,15,1,0,100983
11859,0,0,9,14,0,0,101058
11860,0,0,9,14,0,0,101134
11861,0,1,9,14,1,0,101210
11862,0,NA,9,14,1,0,101285
11863,0,0,9,14,1,0,101361
11864,0,0,9,15,1,0,101436
11865,0,0,10,15,0,0,101512
11866,0,0,10,16,1,1,101588
11867,0,1,10,16,0,1,101663
11868,0,1,10,15,1,0,101739
11869,0,0,10,16,1,1,101815
11870,0,0,10,16,0,1,101890
11871,0,0,10,16,1,1,101966
11872,0,1,10,16,0,1,102041
11873,0,0,10,16,1,1,102117
11874,1,0,10,16,1,1,102193
11875,1,1,10,16,1,1,102268
11876,1,1,10,15,1,0,102344
11877,0,0,10,15,0,0,102420
11878,0,0,10,16,0,1,102495
11879,1,0,10,16,0,1,102571
11880,0,1,10,15,1,0,102646
11881,0,1,11,17,0,1,102722
11882,0,1,11,16,0,1,102798
11883,0,0,11,16,0,1,102873
11884,0,0,11,16,0,1,102949
11885,0,1,11,17,1,1,103025
11886,0,1,11,17,1,1,103100
11887,0,1,11,16,1,1,103176
11888,1,1,12,17,1,1,103251
11889,0,0,11,16,1,1,103327
11890,0,0,11,17,0,1,103403
11891,0,1,11,17,1,1,103478
11892,0,0,11,16,0,1,103554
11893,0,0,11,17,0,1,103629
11894,0,1,11,16,0,1,103705
11895,1,1,11,16,0,1,103781
11896,1,1,11,17,0,1,103856
11897,0,1,11,16,NA,1,103932
11898,0,0,11,16,0,1,104008
11899,1,1,11,16,1,1,104083
11900,1,0,11,16,0,1,104159
11901,0,0,11,17,1,1,104234
11902,1,1,11,16,0,1,104310
11903,1,1,11,17,1,1,104386
11904,1,0,12,17,NA,1,104461
11905,0,1,12,18,1,1,104537
11906,0,0,12,18,0,1,104613
11907,0,1,12,17,0,1,104688
11908,0,0,12,17,1,1,104764
11909,1,0,12,17,0,1,104839
11910,0,1,12,18,1,1,104915
11911,0,1,12,18,0,1,104991
11912,1,1,12,17,0,1,105066
11913,1,1,12,18,1,1,105142
11914,0,NA,12,18,1,1,105217
11915,0,1,12,18,0,1,105293
11916,0,0,12,18,1,1,105369
11917,0,1,12,18,1,1,105444
11918,1,1,12,18,1,1,105520
11919,0,1,12,17,1,1,105596
11920,0,NA,12,18,0,1,105671
11921,0,1,12,17,0,1,105747
11922,1,1,12,18,0,1,105822
11923,0,NA,12,18,0,1,105898
11924,1,1,12,17,1,1,105974
11925,0,0,NA,18,1,1,106049
11926,1,1,12,18,NA,1,106125
11927,1,1,12,17,0,1,106201
11928,0,0,12,18,0,1,106276
11929,0,0,12,17,0,1,106352
11930,1,1,12,18,0,1,106427
11931,0,0,12,18,1,1,106503
11932,1,1,12,17,1,1,106579
11933,0,1,12,17,1,1,106654
11934,1,NA,NA,17,NA,1,106730
11935,1,1,12,17,1,1,106806
11936,1,1,12,17,1,1,106881
11937,0,0,12,18,0,1,106957
11938,0,1,12,18,1,1,107032
11939,0,1,12,17,1,1,107108
11940,1,1,12,18,1,1,107184
11941,0,1,12,17,0,1,107259
11942,0,1,12,18,1,1,107335
11943,1,1,12,18,1,1,107410
11944,1,0,12,18,1,1,107486
11945,1,1,12,18,NA,1,107562
11946,0,1,12,17,0,1,107637
11947,1,1,NA,18,1,1,107713
11948,1,1,9,14,0,0,107789
11949,0,0,9,14,1,0,107864
11950,0,0,9,15,0,0,107940
11951,1,0,9,15,1,0,108015
11952,1,NA,9,15,1,0,108091
11953,0,1,9,15,1,0,108167
11954,1,1,9,14,1,0,108242
11955,0,0,9,14,0,0,108318
11956,1,1,10,15,1,0,108394
11957,1,1,9,14,0,0,108469
11958,1,1,9,15,0,0,108545
11959,1,1,9,15,0,0,108620
11960,1,1,9,14,0,0,108696
11961,1,1,11,16,0,1,108772
11962,0,1,9,14,0,0,108847
11963,1,1,10,16,0,1,108923
11964,1,1,9,15,0,0,108999
11965,1,1,9,15,0,0,109074
11966,1,1,9,14,1,0,109150
11967,0,1,11,17,0,1,109225
11968,0,NA,12,18,0,1,109301
11969,0,NA,11,16,NA,1,109377
11970,0,1,11,17,0,1,109452
11971,1,1,11,17,0,1,109528
11972,1,1,11,17,0,1,109603
11973,0,NA,11,17,0,1,109679
11974,0,1,11,17,NA,1,109755
11975,0,0,11,17,0,1,109830
11976,0,1,11,17,0,1,109906
11977,0,NA,11,16,NA,1,109982
11978,0,NA,11,17,1,1,110057
11979,0,0,11,17,1,1,110133
11980,0,1,11,17,1,1,110208
11981,0,NA,11,16,1,1,110284
11982,0,NA,11,16,1,1,110360
11983,0,NA,11,17,1,1,110435
11984,0,NA,11,17,1,1,110511
11985,0,NA,10,17,NA,1,110587
11986,1,1,10,15,0,0,110662
11987,0,0,10,16,0,1,110738
11988,1,1,10,15,1,0,110813
11989,0,0,11,16,0,1,110889
11990,0,0,10,16,0,1,110965
11991,0,0,10,16,0,1,111040
11992,1,1,10,16,0,1,111116
11993,1,1,10,15,0,0,111191
11994,0,1,10,16,0,1,111267
11995,0,1,10,16,1,1,111343
11996,0,0,10,15,0,0,111418
11997,1,1,10,16,1,1,111494
11998,0,1,10,16,1,1,111570
11999,0,0,10,15,1,0,111645
12000,0,0,11,17,0,1,111721
12001,1,NA,11,17,0,1,111796
12002,0,1,10,15,NA,0,111872
12003,0,1,10,16,0,1,111948
12004,0,1,10,15,1,0,112023
12005,0,1,10,15,0,0,112099
12006,0,0,11,17,1,1,112175
12007,1,NA,10,16,0,1,112250
12008,0,NA,10,16,1,1,112326
12009,1,NA,10,16,0,1,112401
12010,0,1,10,15,0,0,112477
12011,1,1,10,16,1,1,112553
12012,0,1,10,16,0,1,112628
12013,1,0,10,15,0,0,112704
12014,0,1,10,17,1,1,112780
12015,0,0,12,18,0,1,112855
12016,1,NA,10,17,1,1,112931
12017,0,1,10,17,1,1,113006
12018,1,0,11,16,1,1,113082
12019,0,NA,11,16,1,1,113158
12020,0,1,11,16,1,1,113233
12021,0,1,11,17,0,1,113309
12022,0,1,11,16,1,1,113384
12023,0,1,11,17,1,1,113460
12024,1,0,11,17,1,1,113536
12025,0,0,11,17,0,1,113611
12026,1,1,11,17,1,1,113687
12027,0,1,11,16,1,1,113763
12028,0,0,11,17,1,1,113838
12029,0,0,11,16,1,1,113914
12030,0,1,11,17,1,1,113989
12031,0,1,11,16,1,1,114065
12032,0,0,12,17,1,1,114141
12033,0,1,12,17,1,1,114216
12034,0,0,12,17,NA,1,114292
12035,1,1,12,18,1,1,114368
12036,0,1,12,18,1,1,114443
12037,0,0,12,18,0,1,114519
12038,0,1,12,17,1,1,114594
12039,1,NA,12,18,1,1,114670
12040,0,1,12,18,1,1,114746
12041,0,0,12,18,NA,1,114821
12042,1,1,12,18,1,1,114897
12043,1,1,12,18,1,1,114972
12044,0,0,12,18,1,1,115048
12045,0,0,12,17,1,1,115124
12046,0,NA,9,16,1,1,115199
12047,0,1,9,15,1,0,115275
12048,0,0,9,14,1,0,115351
12049,0,0,9,14,1,0,115426
12050,1,1,9,16,1,1,115502
12051,1,0,9,15,1,0,115577
12052,0,0,9,15,1,0,115653
12053,1,0,9,14,1,0,115729
12054,1,1,9,15,1,0,115804
12055,0,0,9,14,0,0,115880
12056,0,0,9,14,1,0,115956
12057,0,1,11,17,1,1,116031
12058,1,1,11,18,1,1,116107
12059,0,1,10,17,1,1,116182
12060,0,1,11,17,1,1,116258
12061,1,1,11,16,1,1,116334
12062,0,0,11,17,0,1,116409
12063,1,1,10,17,1,1,116485
12064,1,1,11,17,1,1,116561
12065,1,1,11,17,1,1,116636
12066,1,1,11,16,1,1,116712
12067,1,1,11,17,1,1,116787
12068,1,1,11,17,1,1,116863
12069,1,1,11,17,0,1,116939
12070,1,1,11,18,1,1,117014
12071,0,1,11,17,1,1,117090
12072,1,1,11,18,1,1,117165
12073,0,0,11,17,1,1,117241
12074,0,0,11,16,0,1,117317
12075,0,0,11,17,1,1,117392
12076,1,NA,12,18,1,1,117468
12077,0,0,11,16,0,1,117544
12078,1,1,11,17,1,1,117619
12079,1,1,11,17,1,1,117695
12080,0,0,11,17,0,1,117770
12081,0,1,9,15,1,0,117846
12082,0,0,9,15,1,0,117922
12083,0,0,9,16,0,1,117997
12084,1,1,9,14,1,0,118073
12085,0,1,9,15,0,0,118149
12086,1,1,9,15,1,0,118224
12087,0,0,9,15,1,0,118300
12088,0,1,9,14,1,0,118375
12089,0,1,9,15,NA,0,118451
12090,1,1,9,15,0,0,118527
12091,0,1,9,16,1,1,118602
12092,0,1,9,16,1,1,118678
12093,1,1,9,15,1,0,118753
12094,0,0,9,15,1,0,118829
12095,1,1,9,15,1,0,118905
12096,1,1,9,14,1,0,118980
12097,0,0,9,14,0,0,119056
12098,0,0,9,14,1,0,119132
12099,1,0,9,14,0,0,119207
12100,1,1,9,15,0,0,119283
12101,0,1,9,16,1,1,119358
12102,0,0,9,14,1,0,119434
12103,0,0,9,14,1,0,119510
12104,1,1,12,18,1,1,119585
12105,0,1,12,17,1,1,119661
12106,0,1,12,17,1,1,119737
12107,0,NA,12,18,1,1,119812
12108,1,1,12,18,1,1,119888
12109,1,1,12,18,1,1,119963
